2.52191,11.87048
3.15074,11.82276
2.11811,11.63475
2.00156,12.26541
2.54982,13.29062
2.33727,12.64159
2.34787,12.55135
2.49306,12.12631
2.16737,12.13916
2.35258,12.36056
2.23810,12.37358
2.43489,12.36720
2.54192,12.00370
2.18883,11.79404
2.55204,11.96425
2.68409,11.77323
2.87764,12.40076
2.11383,11.60984
2.70187,11.89042
2.07907,12.30166
2.55318,11.80729
2.56398,11.57005
2.51467,11.67374
2.88382,12.50957
1.94273,12.13280
1.62399,11.47689
2.55280,12.12348
2.59575,11.47909
2.41031,11.35622
2.67355,12.32356
2.78378,11.50369
4.32328,10.06208
4.25885,9.34067
5.36062,9.60100
4.75513,8.87926
6.36833,10.55853
5.08118,10.47403
4.98646,11.45193
3.30818,10.68463
5.39192,11.51623
4.65350,11.75541
4.08951,9.50737
3.49770,10.81860
4.95459,10.91877
4.42768,9.84037
4.57850,11.29418
4.40755,9.40479
4.16129,10.94522
3.77228,10.76087
4.32596,11.65331
4.47915,9.68322
5.01495,10.35983
4.69021,9.76535
4.61542,10.14737
4.54069,9.88122
4.41637,9.90494
4.42865,10.85071
4.50627,10.76368
4.95363,11.04859
5.98481,9.60871
4.41579,9.00267
4.03817,10.69662
6.75756,9.23172
5.45020,9.59004
5.89163,10.28783
4.41869,8.98377
5.53603,9.57847
6.46771,9.84514
5.65703,9.18820
5.98370,9.53094
6.51798,10.28123
5.16528,10.90939
4.97005,9.64386
5.15555,8.57259
4.35912,10.05736
4.97346,9.07680
4.79321,9.85234
5.93492,10.93952
5.72123,10.76139
6.49333,10.11682
5.12268,10.41844
4.30621,10.73286
4.74117,10.08933
5.09958,9.13262
6.35043,11.15534
4.44837,9.89569
3.55457,10.53948
4.82156,10.08802
5.14556,9.32850
4.79253,8.08871
4.96630,8.41433
4.58960,9.70073
5.57060,10.99507
4.82878,10.74884
4.50437,9.57744
5.17492,10.12520
4.28415,10.97900
3.80491,8.97732
5.65343,9.67419
4.64858,9.30415
4.65524,9.53363
5.21370,9.90238
4.65115,10.26432
5.57117,9.32260
4.53223,10.12805
4.33832,10.81910
5.62849,10.15308
3.68742,10.17621
4.31121,9.62314
4.47416,10.69077
5.69007,10.32246
6.49870,9.66405
4.82956,11.94980
4.39636,11.09030
4.77224,8.77181
5.94822,9.02799
3.62415,10.67911
4.33522,10.07589
4.47136,9.53720
5.78130,10.64510
5.03554,10.26974
3.84139,9.34692
4.80839,10.67962
4.54127,10.77705
5.08776,9.75989
5.27786,11.08589
7.09260,9.66707
4.54991,10.14098
5.70395,9.27549
5.21520,10.36001
5.67053,9.96473
5.80716,9.36076
4.99974,9.12678
4.70113,10.20615
4.92061,10.29247
5.32525,10.57330
4.95819,9.45962
5.75900,10.36379
3.51798,10.14154
5.88361,10.08735
