3.80286,2.15835
5.18384,2.21139
3.15722,2.30568
5.56977,2.37613
4.11252,2.95963
5.22759,2.47502
4.30611,2.10944
5.30211,2.33592
5.80744,2.17864
5.47962,2.59444
5.30968,2.61001
5.27193,2.22839
4.50550,2.60878
3.71128,2.81552
4.88807,2.47141
3.30288,2.60471
3.76553,2.95178
5.57707,2.15547
5.27266,2.00440
5.20560,2.14974
4.36380,2.10158
4.06459,2.64879
5.70269,2.94714
5.63013,2.61470
5.63274,2.24483
3.38020,2.72507
5.33263,2.97221
5.42622,2.29008
5.22985,2.39406
4.59830,2.95392
3.15689,2.92974
4.07291,2.48407
4.26119,2.51092
3.70217,2.71407
4.89234,2.41783
3.59333,2.90307
4.95534,2.39385
4.89651,2.22301
3.09358,2.49100
3.31489,2.77985
4.11066,2.91968
5.82849,2.42609
4.69216,2.14714
5.78083,2.82924
5.83307,2.37125
3.81326,2.99275
3.92243,2.15158
5.87324,2.30125
3.75503,2.86746
5.14839,2.36653
3.48861,2.69623
4.42001,2.70981
3.37683,2.83723
4.37874,2.81680
3.35524,2.68529
4.01663,2.17245
5.77947,2.31852
3.52938,2.23526
3.11916,2.87296
4.20459,2.94830
3.43816,2.80146
5.51956,2.96028
5.95019,2.14167
3.80922,2.18992
4.91299,2.57940
4.21615,2.32301
3.01394,2.50381
4.91962,2.29145
5.30647,2.11926
3.98942,2.77109
3.21459,2.49461
4.96489,2.36864
5.68292,2.92085
5.90693,2.89589
3.10947,2.71202
4.77876,2.91339
5.43212,2.26896
3.63751,2.87561
5.60392,2.49337
5.98264,2.39821
4.99819,2.47702
3.62053,2.20877
5.44434,2.14841
5.67342,2.69648
4.93388,2.75740
5.46723,2.86898
5.32025,2.80854
4.58231,2.03887
5.67052,2.66426
4.17445,2.33632
4.40353,2.03783
3.32120,2.97310
3.60667,2.85947
3.52387,2.49906
4.86439,2.69529
5.58716,2.88234
3.79628,2.74212
4.33350,2.25572
5.44884,2.31310
5.78025,2.24474
9.97261,9.47760
10.45085,9.48734
9.31804,9.37289
9.93597,9.00237
10.18147,9.43247
10.01732,9.31879
10.18090,8.74487
10.23984,9.19842
10.04680,9.23837
9.33601,8.81810
10.14558,8.25980
9.67501,8.78389
9.74299,9.13726
10.10026,8.64323
10.42057,9.13039
9.40589,9.06502
9.72302,8.74161
9.50859,8.50646
10.24415,9.46593
9.90579,9.18945
9.40898,9.13337
9.83496,9.27769
10.38858,9.22484
10.51007,8.81021
9.96246,9.63663
9.83548,9.29699
10.35884,8.48445
9.96820,9.20699
10.47141,9.31611
9.83033,8.22011
9.29949,8.41293
10.40895,8.98942
9.98668,9.26447
10.08480,8.63465
9.13757,9.17058
9.63217,8.79675
9.79736,10.01193
9.55689,9.16647
10.55783,8.77844
10.45487,8.57742
9.70573,8.81170
10.09370,8.94668
10.27769,9.40454
9.85452,8.41526
10.30208,9.00224
9.60075,9.02944
9.78454,9.79189
9.74641,9.53267
10.61314,9.42835
9.48112,8.83675
10.94485,9.04391
9.61600,8.84031
10.23099,8.67172
9.64594,8.33871
10.27248,8.57695
9.84674,9.66461
9.52887,8.79324
9.75509,8.61450
9.77643,8.78535
9.86782,9.55482
9.69310,8.69822
10.00642,9.02388
10.02604,9.33124
10.52232,8.94989
9.38275,8.19167
9.11113,8.76032
10.19206,8.32066
10.73301,8.72472
9.74028,8.95055
9.94416,8.52387
9.25000,9.12359
10.45635,8.43867
10.25042,9.30888
10.00935,9.18919
10.39738,9.08631
10.12309,9.79086
10.61706,9.15351
9.18545,9.01911
10.91416,9.21425
9.76484,9.08912
10.50713,9.25327
10.60678,9.00043
9.94208,9.43586
10.00466,8.33879
10.02975,9.04731
10.71527,9.32506
9.75600,9.24272
9.43119,8.76767
9.46291,8.64246
9.66713,9.03297
9.58111,8.22130
9.68305,8.93359
10.10994,9.67770
9.93093,8.61152
9.43623,8.08552
10.11774,8.87246
9.98961,9.35614
9.86270,7.96517
9.80814,8.85998
9.88432,9.21934
9.55473,8.71756
9.98998,9.16734
9.65804,9.26050
9.60910,9.04435
9.50167,8.72032
10.08238,8.75299
9.58674,8.30422
10.50053,8.80162
10.27791,9.38945
9.05900,9.04011
9.86121,8.99884
9.97615,9.76208
10.11916,8.51977
10.07969,9.93437
10.06341,9.84757
9.68641,8.49439
10.28821,9.23920
10.17360,8.85812
9.87570,8.99040
9.70597,9.28491
10.30982,8.95218
10.18593,8.77864
10.56061,9.32842
9.81823,8.72424
10.04715,9.32966
10.33195,8.43147
10.61670,9.11302
